--- scanner 0 ---
-441,764,881
-301,925,-637
947,834,706

--- scanner 18 ---
113,-179,93
-709,565,-575
-585,-728,588
812,527,-496
-496,315,704
-367,364,615
939,-532,762
727,472,-351
701,704,557
-312,-886,-799
944,-633,873
-779,594,-691
-533,-891,548
499,-602,-827
-608,-769,451
-375,-930,-648
-619,574,-720
829,432,-460
460,-823,-851
757,693,547
415,-755,-834
950,-664,733
-439,-985,-792
702,691,743
-341,400,702

--- scanner 19 ---
765,-723,-476
-795,553,792
640,682,-495
138,123,77
648,-491,767
617,736,-578
-556,-542,581
-679,-488,-787
-738,-463,-828
-755,-394,-828
508,578,559
779,-845,-366
-638,-549,725
489,795,570
611,-431,759
665,-356,833
478,703,555
80,10,-59
-594,-570,677
-783,747,704
-705,828,-630
677,-838,-451
-784,566,642
-495,837,-652
598,810,-543
-646,836,-636

--- scanner 20 ---
698,-671,896
-629,-578,570
882,-690,887
633,-486,-344
815,-654,742
862,582,-466
-307,396,-533
-671,-366,572
556,494,383
-327,471,-605
-403,796,727
-526,-508,-812
-690,-451,681
-48,50,4
595,399,452
-741,-541,-816
-435,627,698
-381,613,678
611,-348,-461
-527,-546,-780
587,515,565
887,614,-414
-361,524,-418
552,-419,-343
867,468,-504

--- scanner 21 ---
591,695,-643
-461,-434,378
876,-525,845
447,688,-725
-609,715,615
858,-320,-565
-724,-437,365
752,-379,-599
725,-496,760
816,-447,-627
413,806,524
-598,737,632
-528,629,-524
-660,-471,-643
-649,-505,360
405,746,561
-606,-523,-455
-605,-529,-671
-638,732,-535
339,881,578
-110,154,-71
857,-380,809
38,67,-3
-518,755,742
495,667,-681
-728,613,-512

--- scanner 22 ---
417,869,-670
-390,-523,-643
668,-601,466
-449,460,555
-411,652,-704
757,407,838
-332,-429,-504
-399,817,-717
-14,26,-96
-635,458,588
549,-578,556
-401,470,562
-674,-468,562
-687,-471,703
-364,-497,-657
460,693,-688
508,-376,-588
902,442,741
478,750,-717
518,-305,-394
652,-589,666
109,117,38
-417,772,-667
795,527,840
-640,-457,484
522,-406,-396

--- scanner 23 ---
-800,-816,-415
486,376,-362
-411,496,636
260,419,326
-938,-671,519
1,-24,20
359,-713,278
-930,-835,-509
-611,650,-431
668,-637,-556
429,325,-345
-833,-731,616
423,429,-397
282,369,338
-953,-585,620
400,332,305
296,-609,383
-437,334,532
-919,-717,-339
348,-707,454
527,-720,-588
444,-635,-599
-540,682,-574
-186,11,-59
-399,393,586
-609,708,-501

--- scanner 24 ---
661,560,-615
-838,-878,-425
756,-980,519
-430,-499,528
-840,792,-299
-891,-834,-389
730,337,599
-711,491,690
-613,-477,577
-835,768,-406
-827,499,803
792,592,-663
-711,-771,-373
656,286,631
-856,801,-506
-42,-81,88
841,216,626
-599,-531,557
767,-854,387
754,-461,-726
-732,460,872
859,-869,436
668,-426,-620
626,-548,-657
802,511,-703

--- scanner 25 ---
871,758,-518
-441,-709,335
458,576,380
704,-742,-632
-721,571,786
-803,-452,-835
-752,658,763
-711,565,-686
828,638,-529
-687,377,-660
392,-542,358
-686,530,-584
818,761,-520
-888,-342,-883
480,483,428
-798,-414,-880
324,-535,361
-399,-623,499
-54,-43,48
511,548,497
350,-449,426
807,-776,-756
-738,596,739
81,137,-43
716,-700,-860
-479,-697,464

--- scanner 26 ---
-901,-451,391
-534,-435,-744
-383,810,622
-7,71,53
474,684,458
-861,602,-891
-769,-567,440
-571,-578,-679
-457,735,676
605,-576,840
-920,-596,355
417,-505,822
680,-508,835
384,612,-707
471,-446,-673
462,781,-698
565,644,585
-864,517,-869
554,666,568
-909,737,-873
-658,-388,-700
-449,675,639
585,-421,-625
602,-567,-714
397,746,-782

--- scanner 27 ---
-490,-562,-654
501,516,490
-310,-612,762
560,738,-569
587,-506,-667
-782,970,-551
-729,935,-614
-289,-544,-609
424,433,614
606,-412,-491
-833,987,-608
378,-468,689
-404,-503,-708
391,546,639
487,738,-654
-436,705,597
451,-491,621
-400,701,593
-321,-555,775
567,-397,668
81,40,90
582,667,-630
-410,739,523
-309,-529,770
657,-413,-678

--- scanner 28 ---
69,84,-59
-289,-502,-551
595,-623,583
-456,920,-639
583,-423,567
778,439,713
-576,755,732
714,-491,-517
-307,-690,-480
-693,808,704
879,437,717
739,598,-801
-377,912,-843
-645,786,797
741,640,-589
-544,-542,669
742,-546,-575
-520,955,-734
606,-513,686
526,-545,-569
-671,-633,709
-561,-553,691
-294,-427,-483
808,631,727
630,579,-716

--- scanner 29 ---
554,-452,430
712,317,-664
554,-470,422
-577,514,-619
-735,-733,754
-625,-635,-349
419,547,547
-441,819,564
-504,514,-704
-518,736,440
809,-385,-687
30,-54,-66
722,-406,-827
-599,585,-680
772,-418,-805
-123,-145,56
765,282,-601
-662,-695,652
-660,-788,804
383,551,543
-650,-675,-301
-723,-747,-314
-408,706,589
555,-466,459
393,513,473
-30,28,95
816,265,-658

--- scanner 30 ---
648,439,-720
-883,-704,-653
760,676,623
681,-717,482
288,-461,-535
739,-762,425
752,755,827
-682,-622,380
-665,-711,526
278,-470,-658
-587,838,467
-793,461,-725
588,-655,448
-850,825,464
-702,588,-685
-662,843,535
-870,-779,-787
795,612,718
-796,-670,405
595,556,-748
5,-51,26
235,-459,-538
-131,33,-79
-805,-695,-822
-713,571,-707
626,487,-813
